Protein.ID,Gene.name,LFQ.Control_04dpi_1,LFQ.Control_04dpi_2,LFQ.Control_04dpi_3,LFQ.Control_04dpi_4,LFQ.Control_04dpi_5,LFQ.Control_07dpi_1,LFQ.Control_07dpi_2,LFQ.Control_07dpi_3,LFQ.Control_07dpi_4,LFQ.Control_07dpi_5,LFQ.Control_12dpi_1,LFQ.Control_12dpi_2,LFQ.Control_12dpi_3,LFQ.Control_12dpi_4,LFQ.Control_12dpi_5,LFQ.F13_Mut_04dpi_1,LFQ.F13_Mut_04dpi_2,LFQ.F13_Mut_04dpi_3,LFQ.F13_Mut_04dpi_4,LFQ.F13_Mut_04dpi_5,LFQ.F13_Mut_07dpi_2,LFQ.F13_Mut_07dpi_3,LFQ.F13_Mut_07dpi_4,LFQ.F13_Mut_07dpi_5,LFQ.F13_Mut_12dpi_1,LFQ.F13_Mut_12dpi_2,LFQ.F13_Mut_12dpi_3,LFQ.F13_Mut_12dpi_4,LFQ.F13_Mut_12dpi_5,LFQ.F13_WT_04dpi_1,LFQ.F13_WT_04dpi_2,LFQ.F13_WT_04dpi_3,LFQ.F13_WT_04dpi_4,LFQ.F13_WT_07dpi_1,LFQ.F13_WT_07dpi_2,LFQ.F13_WT_07dpi_3,LFQ.F13_WT_07dpi_4,LFQ.F13_WT_07dpi_5,LFQ.F13_WT_12dpi_1,LFQ.F13_WT_12dpi_2,LFQ.F13_WT_12dpi_3,LFQ.F13_WT_12dpi_4,LFQ.F13_WT_12dpi_5,LFQ.GHu_Mut_04dpi_1,LFQ.GHu_Mut_04dpi_2,LFQ.GHu_Mut_04dpi_3,LFQ.GHu_Mut_04dpi_4,LFQ.GHu_Mut_04dpi_5,LFQ.GHu_Mut_07dpi_1,LFQ.GHu_Mut_07dpi_2,LFQ.GHu_Mut_07dpi_3,LFQ.GHu_Mut_07dpi_4,LFQ.GHu_Mut_07dpi_5,LFQ.GHu_Mut_12dpi_1,LFQ.GHu_Mut_12dpi_2,LFQ.GHu_Mut_12dpi_3,LFQ.GHu_Mut_12dpi_4,LFQ.GHu_Mut_12dpi_5,LFQ.GHu_WT_04dpi_1,LFQ.GHu_WT_04dpi_2,LFQ.GHu_WT_04dpi_3,LFQ.GHu_WT_04dpi_4,LFQ.GHu_WT_04dpi_5,LFQ.GHu_WT_07dpi_1,LFQ.GHu_WT_07dpi_2,LFQ.GHu_WT_07dpi_3,LFQ.GHu_WT_07dpi_4,LFQ.GHu_WT_07dpi_5,LFQ.GHu_WT_12dpi_1,LFQ.GHu_WT_12dpi_2,LFQ.GHu_WT_12dpi_3,LFQ.GHu_WT_12dpi_4,LFQ.GHu_WT_12dpi_5
"Cluster of sp|Q9LQ55|DRP2B_ARATH ***- Dynamin-2B IPR000375 (Dynamin central domain), IPR001401 (Dynamin, GTPase domain), IPR011993 (Pleckstrin homology-like domain), IPR020850 (GTPase effector domain, GED), IPR022812 (Dynamin superfamily), IPR027417 (P-loop containing nucleoside triphosphate hydrolase) GO:0003924 (GTPase activity), GO:0005525 (GTP binding) (Niben101Scf09472g02009.1)",Niben101Scf09472g02009.1 [3],2,0,3,2,,3,2,1,3,2,1,3,3,0,1,,1,2,3,4,2,2,1,2,4,3,3,1,4,,2,2,2,2,1,3,2,3,2,0,,0,1,1,4,1,0,1,1,2,1,1,3,3,2,2,,2,1,1,3,2,2,0,2,2,1,2,1,1,1,1,
"    sp|Q9LQ55|DRP2B_ARATH ***- Dynamin-2B IPR000375 (Dynamin central domain), IPR001401 (Dynamin, GTPase domain), IPR011993 (Pleckstrin homology-like domain), IPR020850 (GTPase effector domain, GED), IPR022812 (Dynamin superfamily), IPR027417 (P-loop containing nucleoside triphosphate hydrolase) GO:0003924 (GTPase activity), GO:0005525 (GTP binding)",Niben101Scf09472g02009.1,2,0,3,2,,3,2,1,3,2,1,3,3,0,1,,1,2,3,4,2,2,1,2,4,3,3,1,4,,2,2,2,2,0,3,2,3,2,,,,1,1,4,1,0,1,1,2,1,1,3,3,2,2,,2,1,1,3,2,2,0,2,2,1,2,1,1,1,1,
"    sp|Q9LQ55|DRP2B_ARATH ***- Dynamin-2B IPR000375 (Dynamin central domain), IPR001401 (Dynamin, GTPase domain), IPR011993 (Pleckstrin homology-like domain), IPR020850 (GTPase effector domain, GED), IPR022812 (Dynamin superfamily), IPR027417 (P-loop containing nucleoside triphosphate hydrolase) GO:0003924 (GTPase activity), GO:0005525 (GTP binding)",Niben101Scf06437g06008.1,2,,3,2,,2,2,,3,2,,2,2,0,1,,1,1,3,4,,,1,2,3,1,1,1,2,,2,2,2,2,1,,1,2,1,,,,1,1,4,1,0,1,,2,1,1,2,1,2,1,,,1,1,2,,2,,2,2,,2,,1,1,1,
"    sp|Q9LQ55|DRP2B_ARATH ***- Dynamin-2B IPR000375 (Dynamin central domain), IPR001401 (Dynamin, GTPase domain), IPR011993 (Pleckstrin homology-like domain), IPR020850 (GTPase effector domain, GED), IPR022812 (Dynamin superfamily), IPR027417 (P-loop containing nucleoside triphosphate hydrolase) GO:0003924 (GTPase activity), GO:0005525 (GTP binding)",Niben101Scf13854g00010.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cluster of sp|Q9LPM9|BCAT6_ARATH **** Branched-chain-amino-acid aminotransferase 6 IPR001544 (Aminotransferase, class IV) GO:0003824 (catalytic activity), GO:0004084 (branched-chain-amino-acid transaminase activity), GO:0008152 (metabolic process), GO:0009081 (branched-chain amino acid metabolic process) (Niben101Scf00388g08010.1)",Niben101Scf00388g08010.1 [3],2,4,3,5,2,4,3,2,2,1,4,4,6,3,2,2,1,2,2,3,4,3,4,2,6,2,2,2,2,2,2,5,4,3,4,3,3,2,2,3,3,2,3,4,5,2,4,5,3,2,3,1,3,4,2,3,3,3,3,3,3,3,4,3,3,4,2,3,1,2,3,3,2
"    sp|Q9LPM9|BCAT6_ARATH **** Branched-chain-amino-acid aminotransferase 6 IPR001544 (Aminotransferase, class IV) GO:0003824 (catalytic activity), GO:0004084 (branched-chain-amino-acid transaminase activity), GO:0008152 (metabolic process), GO:0009081 (branched-chain amino acid metabolic process)",Niben101Scf00388g08010.1,2,3,2,5,2,4,3,2,2,1,4,4,6,3,2,,1,2,2,2,2,3,4,2,6,2,2,2,2,2,2,5,2,3,4,2,2,2,2,3,2,2,3,4,5,2,4,5,3,2,3,1,3,4,2,3,3,3,3,3,3,3,4,3,3,4,2,3,1,2,3,2,2
"    sp|Q9LPM9|BCAT6_ARATH **** Branched-chain-amino-acid aminotransferase 6 IPR001544 (Aminotransferase, class IV) GO:0003824 (catalytic activity), GO:0004084 (branched-chain-amino-acid transaminase activity), GO:0008152 (metabolic process), GO:0009081 (branched-chain amino acid metabolic process)",Niben101Scf04884g01005.1,2,4,3,5,2,4,3,2,2,1,4,4,6,3,2,2,1,2,2,3,4,3,4,2,6,2,2,2,2,2,2,4,4,3,4,3,3,2,2,3,3,2,3,4,5,2,4,5,3,2,3,1,3,4,2,3,3,3,3,3,3,3,4,3,3,4,2,3,1,2,3,3,2
"    sp|Q9LPM9|BCAT6_ARATH **** Branched-chain-amino-acid aminotransferase 6 IPR001544 (Aminotransferase, class IV) GO:0003824 (catalytic activity), GO:0004084 (branched-chain-amino-acid transaminase activity), GO:0008152 (metabolic process), GO:0009081 (branched-chain amino acid metabolic process)",Niben101Scf00904g00015.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cluster of sp|Q9LP45|PSD11_ARATH ***- 26S proteasome non-ATPase regulatory subunit 11 homolog IPR000717 (Proteasome component (PCI) domain), IPR011990 (Tetratricopeptide-like helical domain), IPR013143 (PCI/PINT associated module) GO:0005515 (protein binding) (Niben101Scf00193g01010.1)",Niben101Scf00193g01010.1 [4],,,1,0,,1,3,,0,,0,0,0,1,,,,0,1,1,,,1,,1,1,1,,,,,0,0,0,0,,,2,0,,,,,1,3,2,,,,1,0,2,1,2,,1,,,,1,2,,1,,,,,0,,,0,0,
"    sp|Q9LP45|PSD11_ARATH ***- 26S proteasome non-ATPase regulatory subunit 11 homolog IPR000717 (Proteasome component (PCI) domain), IPR011990 (Tetratricopeptide-like helical domain), IPR013143 (PCI/PINT associated module) GO:0005515 (protein binding)",Niben101Scf00193g01010.1 (+1),,,0,,,1,3,,,,,0,0,1,,,,,1,1,,,1,,1,1,1,,,,,,0,0,,,,1,,,,,,1,3,2,,,,1,,2,1,2,,1,,,,1,2,,1,,,,,,,,0,0,
"    sp|Q9LP45|PSD11_ARATH ***- 26S proteasome non-ATPase regulatory subunit 11 homolog IPR000717 (Proteasome component (PCI) domain), IPR011990 (Tetratricopeptide-like helical domain), IPR013143 (PCI/PINT associated module) GO:0005515 (protein binding)",Niben101Scf05712g00001.1,,,1,0,,1,2,,,,,,0,1,,,,0,1,0,,,,,1,1,1,,,,,,,,0,,,2,,,,,,,3,1,,,,,,,,,,1,,,,,1,,1,,,,,0,,,0,,
"    sp|Q9LP45|PSD11_ARATH ***- 26S proteasome non-ATPase regulatory subunit 11 homolog IPR000717 (Proteasome component (PCI) domain), IPR011990 (Tetratricopeptide-like helical domain), IPR013143 (PCI/PINT associated module) GO:0005515 (protein binding)",Niben101Scf00850g01025.1,,,0,,,,2,,,,,,,1,,,,,1,0,,,,,,,,,,,,0,,,,,,2,,,,,,,3,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,
"Cluster of sp|Q9LMM0|GPAT4_ARATH ***- Glycerol-3-phosphate 2-O-acyltransferase 4 IPR002123 (Phospholipid/glycerol acyltransferase), IPR023214 (HAD-like domain) GO:0008152 (metabolic process), GO:0016746 (transferase activity, transferring acyl groups) (Niben101Scf02264g05017.1)",Niben101Scf02264g05017.1 [2],1,0,3,2,,3,4,0,5,4,2,3,8,2,4,,0,3,3,2,1,2,3,,5,6,6,1,5,,1,1,4,1,4,1,0,3,5,1,,3,4,4,4,0,3,1,3,1,2,1,3,3,3,3,,1,1,1,3,2,5,3,1,1,0,2,2,2,5,2,
"    sp|Q9LMM0|GPAT4_ARATH ***- Glycerol-3-phosphate 2-O-acyltransferase 4 IPR002123 (Phospholipid/glycerol acyltransferase), IPR023214 (HAD-like domain) GO:0008152 (metabolic process), GO:0016746 (transferase activity, transferring acyl groups)",Niben101Scf02264g05017.1,1,0,3,2,,3,4,0,5,4,2,3,8,2,4,,0,3,3,2,1,2,3,,5,6,6,1,5,,1,1,4,1,4,1,0,3,5,1,,3,4,4,4,0,3,1,3,1,2,1,3,3,3,3,,1,1,1,3,2,5,3,1,1,0,2,2,2,5,2,
"    sp|Q9LMM0|GPAT4_ARATH ***- Glycerol-3-phosphate 2-O-acyltransferase 4 IPR002123 (Phospholipid/glycerol acyltransferase) GO:0008152 (metabolic process), GO:0016746 (transferase activity, transferring acyl groups)",Niben101Scf01716g00024.1,1,,3,2,,3,4,0,5,4,2,3,8,2,4,,,3,3,2,1,2,3,,5,6,6,1,5,,1,1,4,1,4,1,0,3,5,1,,3,4,4,4,0,3,1,3,1,2,1,3,3,3,3,,1,1,1,3,2,5,3,1,1,,2,2,2,5,2,
"Cluster of sp|Q9LL85|WHY1_SOLTU **** Single-stranded DNA-binding protein WHY1, chloroplastic IPR013742 (Plant transcription factor) GO:0003677 (DNA binding), GO:0006355 (regulation of transcription, DNA-templated) (Niben101Scf14523g00003.1)",Niben101Scf14523g00003.1 [2],1,2,1,1,2,0,2,0,0,0,0,1,1,0,1,1,1,0,0,0,1,0,0,1,0,0,0,2,2,0,1,0,0,1,0,3,0,1,1,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,2,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,2
"    sp|Q9LL85|WHY1_SOLTU **** Single-stranded DNA-binding protein WHY1, chloroplastic IPR013742 (Plant transcription factor) GO:0003677 (DNA binding), GO:0006355 (regulation of transcription, DNA-templated)",Niben101Scf14523g00003.1,1,2,1,1,2,0,2,0,0,0,0,1,1,0,1,1,1,0,0,0,1,0,0,1,0,0,0,2,2,0,1,0,0,1,0,3,0,1,1,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,2,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,2
"    sp|Q9LL85|WHY1_SOLTU **** Single-stranded DNA-binding protein WHY1, chloroplastic IPR013742 (Plant transcription factor) GO:0003677 (DNA binding), GO:0006355 (regulation of transcription, DNA-templated)",Niben101Scf09644g00016.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"sp|Q9LIB2|PHS1_ARATH *-** Alpha-glucan phosphorylase 1 IPR000811 (Glycosyl transferase, family 35) GO:0005975 (carbohydrate metabolic process), GO:0008184 (glycogen phosphorylase activity)",Niben101Scf09107g01004.1,8,4,6,10,0,10,8,0,6,11,12,12,16,9,2,0,5,5,21,6,3,3,7,1,11,11,11,6,8,2,7,3,9,14,4,4,7,3,9,0,0,3,9,13,10,11,5,7,17,5,4,5,8,9,1,15,1,2,8,10,8,7,15,9,7,8,0,5,2,2,7,1,1
"Cluster of sp|Q9LHP1|RL74_ARATH ***- 60S ribosomal protein L7-4 IPR005998 (Ribosomal protein L7, eukaryotic) (Niben101Scf06365g00001.1)",Niben101Scf06365g00001.1 [10],7,7,7,7,8,7,12,8,8,10,8,10,7,10,7,8,8,6,10,8,8,8,9,7,7,8,8,10,10,7,6,6,8,9,9,6,7,6,8,7,10,8,7,7,8,5,10,8,6,8,8,10,8,10,7,9,8,8,6,8,7,10,9,10,6,7,10,9,6,9,7,8,7
"    sp|Q9SAI5|RL71_ARATH ***- 60S ribosomal protein L7-1 IPR005998 (Ribosomal protein L7, eukaryotic)",Niben101Scf06091g00016.1 (+1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"    sp|Q9LHP1|RL74_ARATH ***- 60S ribosomal protein L7-4 IPR005998 (Ribosomal protein L7, eukaryotic)",Niben101Scf06365g00001.1 (+1),3,3,4,3,4,3,5,3,2,5,3,5,3,4,3,4,4,2,4,3,5,3,4,3,3,5,5,5,5,3,2,2,3,5,5,2,3,2,4,3,5,4,3,3,5,2,5,5,2,4,4,6,4,4,2,4,4,4,2,4,2,6,4,6,2,3,6,4,2,4,4,3,3
"    sp|Q9LHP1|RL74_ARATH ***- 60S ribosomal protein L7-4 IPR005998 (Ribosomal protein L7, eukaryotic)",Niben101Scf10055g10004.1,3,3,4,3,4,3,5,3,2,5,,5,3,4,3,4,4,2,4,3,5,3,4,,3,5,5,5,5,,,2,3,5,5,2,3,2,4,3,5,4,3,,5,2,,5,,4,4,6,4,4,2,4,4,4,2,4,2,6,4,,2,3,6,,2,4,4,3,3
"    sp|Q9LHP1|RL74_ARATH ***- 60S ribosomal protein L7-4 IPR005998 (Ribosomal protein L7, eukaryotic)",Niben101Scf01585g01017.1,3,3,4,3,4,3,5,3,2,5,3,4,3,4,3,4,4,2,4,3,5,3,4,3,2,5,5,5,4,3,2,2,3,5,5,2,3,2,4,3,5,4,3,3,5,2,5,5,2,4,4,5,3,4,2,4,4,4,2,4,2,6,4,6,2,3,6,4,2,4,4,3,3
"    sp|P60040|RL72_ARATH *-*- 60S ribosomal protein L7-2 IPR006943 (Domain of unknown function DUF641, plant), IPR016082 (Ribosomal protein L30, ferredoxin-like fold domain)",Niben101Scf00212g01017.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"    sp|P60040|RL72_ARATH ***- 60S ribosomal protein L7-2 IPR005998 (Ribosomal protein L7, eukaryotic)",Niben101Scf00715g01001.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"    sp|P60039|RL73_ARATH ***- 60S ribosomal protein L7-3 IPR016082 (Ribosomal protein L30, ferredoxin-like fold domain)",Niben101Scf07764g00003.1,2,2,2,2,2,2,5,2,4,3,3,4,2,3,2,2,2,2,4,3,2,3,2,2,4,1,1,2,4,2,2,3,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,2,2,3,3,3,2,3,2,2,2,2,3,2,3,2,2,2
"    sp|P60039|RL73_ARATH ***- 60S ribosomal protein L7-3 IPR005998 (Ribosomal protein L7, eukaryotic)",Niben101Scf03065g00008.1,2,2,1,2,2,2,2,3,2,2,2,3,2,3,2,2,2,2,2,2,1,2,3,2,2,3,3,3,4,2,2,1,3,2,2,2,2,2,2,2,2,2,2,2,1,1,3,1,2,2,2,3,3,3,2,2,2,2,1,4,2,2,2,2,2,2,2,2,2,2,1,3,2
"Cluster of sp|Q9LF33|UGDH3_ARATH **** UDP-glucose 6-dehydrogenase 3 IPR017476 (UDP-glucose/GDP-mannose dehydrogenase) GO:0003979 (UDP-glucose 6-dehydrogenase activity), GO:0016616 (oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor), GO:0051287 (NAD binding), GO:0055114 (oxidation-reduction process) (Niben101Scf14799g02010.1)",Niben101Scf14799g02010.1 [7],3,4,8,6,5,5,10,4,3,6,2,7,6,7,5,3,4,3,6,5,7,8,7,2,6,5,5,6,7,1,9,5,5,5,5,10,5,6,6,5,7,3,15,7,9,2,8,8,8,5,4,8,7,6,3,7,5,4,4,3,6,4,5,8,8,5,5,7,5,4,2,3,4
"    sp|Q9LF33|UGDH3_ARATH **** UDP-glucose 6-dehydrogenase 3 IPR017476 (UDP-glucose/GDP-mannose dehydrogenase) GO:0003979 (UDP-glucose 6-dehydrogenase activity), GO:0016616 (oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor), GO:0051287 (NAD binding), GO:0055114 (oxidation-reduction process)",Niben101Scf14799g02010.1,3,4,7,5,4,5,9,4,3,6,2,7,6,6,4,3,3,3,5,5,6,7,6,2,5,4,4,5,6,1,8,5,5,5,5,10,5,5,6,4,6,3,12,6,8,2,5,8,8,5,4,7,6,5,2,7,,4,4,3,5,3,5,7,7,5,5,6,4,3,2,3,4
"    sp|Q9LF33|UGDH3_ARATH **** UDP-glucose 6-dehydrogenase 3 IPR017476 (UDP-glucose/GDP-mannose dehydrogenase) GO:0003979 (UDP-glucose 6-dehydrogenase activity), GO:0016616 (oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor), GO:0051287 (NAD binding), GO:0055114 (oxidation-reduction process)",Niben101Scf08002g02002.1,,,,,,,,,,,,,,,,,3,,,,,8,,,,,,,,,,,,,,,,,,,,,12,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,
"    sp|Q9LF33|UGDH3_ARATH **** UDP-glucose 6-dehydrogenase 3 IPR017476 (UDP-glucose/GDP-mannose dehydrogenase) GO:0003979 (UDP-glucose 6-dehydrogenase activity), GO:0016616 (oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor), GO:0051287 (NAD binding), GO:0055114 (oxidation-reduction process)",Niben101Scf08680g00002.1,3,3,6,5,4,4,5,3,3,5,2,6,4,5,4,2,4,3,4,2,4,4,5,2,5,4,4,6,5,1,7,4,3,4,5,8,4,5,5,4,6,3,11,5,6,2,6,7,4,4,4,5,5,6,3,4,5,4,4,2,5,4,4,6,6,4,4,6,5,3,2,2,3
"    sp|Q2QS14|UGDH4_ORYSJ **** UDP-glucose 6-dehydrogenase 4 IPR017476 (UDP-glucose/GDP-mannose dehydrogenase) GO:0003979 (UDP-glucose 6-dehydrogenase activity), GO:0016616 (oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor), GO:0051287 (NAD binding), GO:0055114 (oxidation-reduction process)",Niben101Scf02289g10016.1,3,3,,,,,,,,,,,,,,,,,,,,5,,,4,3,3,,4,,,,,,,,,,,,,,10,,5,,5,7,,,,,3,,,,,,,,,,4,,5,4,,,,,,,
"    sp|Q2QS13|UGDH5_ORYSJ **** UDP-glucose 6-dehydrogenase 5 IPR017476 (UDP-glucose/GDP-mannose dehydrogenase) GO:0003979 (UDP-glucose 6-dehydrogenase activity), GO:0016616 (oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor), GO:0051287 (NAD binding), GO:0055114 (oxidation-reduction process)",Niben101Scf11806g00020.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"    sp|Q2QS13|UGDH5_ORYSJ **** UDP-glucose 6-dehydrogenase 5 IPR017476 (UDP-glucose/GDP-mannose dehydrogenase) GO:0003979 (UDP-glucose 6-dehydrogenase activity), GO:0016616 (oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor), GO:0051287 (NAD binding), GO:0055114 (oxidation-reduction process)",Niben101Scf08721g01028.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    gi|6678499|ref|NP_033492.1| UDP-glucose 6-dehydrogenase [Mus musculus],gi|6678499|ref|NP_033492.1|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster of sp|Q9LE82|RAGP1_ARATH *-*- RAN GTPase-activating protein 1 IPR025265 (WPP domain) (Niben101Scf07801g00001.1),Niben101Scf07801g00001.1 [2],2,1,0,2,1,0,1,3,0,3,2,4,3,2,2,4,2,0,4,1,1,3,1,0,0,1,1,3,2,2,3,1,0,1,1,3,2,3,2,1,2,4,3,1,1,2,3,1,3,4,3,2,2,0,2,2,2,2,2,1,0,3,0,2,3,2,3,2,1,2,1,1,2
    sp|Q9LE82|RAGP1_ARATH *-*- RAN GTPase-activating protein 1 IPR025265 (WPP domain),Niben101Scf07801g00001.1,2,1,0,2,1,0,1,3,0,3,2,4,3,2,2,4,2,0,4,1,1,3,1,0,0,1,1,3,2,2,3,1,0,1,1,3,2,3,2,1,2,4,3,1,1,2,3,1,3,4,3,2,2,,2,2,2,2,2,1,0,3,0,2,3,2,3,2,1,2,1,1,2
    emb|CCG20324.1| *-*- Ran GTPase activating protein 2 [Solanum spegazzinii] IPR025265 (WPP domain),Niben101Scf10708g00008.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cluster of sp|Q9KXR6|CARB_STRCO ***- Carbamoyl-phosphate synthase large chain IPR006275 (Carbamoyl-phosphate synthase, large subunit), IPR011607 (Methylglyoxal synthase-like domain), IPR011761 (ATP-grasp fold), IPR016185 (Pre-ATP-grasp domain) GO:0003824 (catalytic activity), GO:0005524 (ATP binding), GO:0006807 (nitrogen compound metabolic process), GO:0008152 (metabolic process), GO:0046872 (metal ion binding) (Niben101Scf05372g05017.1)",Niben101Scf05372g05017.1 [4],1,,7,2,,10,10,4,10,5,7,15,15,11,9,,1,11,10,16,3,4,14,1,16,17,17,6,6,2,2,13,12,4,5,3,7,11,12,0,,3,,10,19,6,10,4,16,4,6,2,12,15,8,10,,2,4,8,5,4,13,1,7,9,1,1,3,3,6,5,
"    sp|Q9KXR6|CARB_STRCO ***- Carbamoyl-phosphate synthase large chain IPR006275 (Carbamoyl-phosphate synthase, large subunit), IPR011607 (Methylglyoxal synthase-like domain), IPR011761 (ATP-grasp fold), IPR016185 (Pre-ATP-grasp domain) GO:0003824 (catalytic activity), GO:0005524 (ATP binding), GO:0006807 (nitrogen compound metabolic process), GO:0008152 (metabolic process), GO:0046872 (metal ion binding)",Niben101Scf05372g05017.1,1,,7,2,,10,10,4,10,5,7,15,14,11,9,,1,11,10,16,3,4,14,1,16,17,17,6,6,2,2,13,12,4,5,3,7,11,12,,,3,,10,19,6,10,4,16,4,6,2,12,15,8,10,,2,4,8,5,4,13,1,7,9,1,1,3,3,6,5,
"    sp|Q1AVY9|CARB_RUBXD ***- Carbamoyl-phosphate synthase large chain IPR005480 (Carbamoyl-phosphate synthetase, large subunit oligomerisation domain), IPR011607 (Methylglyoxal synthase-like domain), IPR011761 (ATP-grasp fold), IPR016185 (Pre-ATP-grasp domain) GO:0003824 (catalytic activity), GO:0005524 (ATP binding), GO:0006807 (nitrogen compound metabolic process), GO:0008152 (metabolic process), GO:0046872 (metal ion binding)",Niben101Scf03468g03027.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"    sp|A1R6Z3|CARB_ARTAT *-*- Carbamoyl-phosphate synthase large chain IPR016185 (Pre-ATP-grasp domain) GO:0003824 (catalytic activity), GO:0008152 (metabolic process)",Niben101Scf03468g03026.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"    sp|A0B8K9|CARB_METTP ***- Carbamoyl-phosphate synthase large chain IPR006275 (Carbamoyl-phosphate synthase, large subunit), IPR011607 (Methylglyoxal synthase-like domain), IPR011761 (ATP-grasp fold), IPR016185 (Pre-ATP-grasp domain) GO:0003824 (catalytic activity), GO:0005524 (ATP binding), GO:0006807 (nitrogen compound metabolic process), GO:0008152 (metabolic process), GO:0046872 (metal ion binding)",Niben101Scf00482g10003.1,,,6,2,,7,8,4,6,4,4,12,12,8,7,,,7,8,11,3,3,10,,11,11,11,5,5,,1,9,10,4,5,2,6,6,10,,,3,,8,15,4,7,2,12,4,5,2,8,10,6,8,,2,3,5,4,4,10,,5,7,,,3,2,5,5,
"Cluster of sp|Q9KQH9|FABF_VIBCH ***- 3-oxoacyl-[acyl-carrier-protein] synthase 2 IPR017568 (3-oxoacyl-[acyl-carrier-protein] synthase 2), IPR020841 (Polyketide synthase, beta-ketoacyl synthase domain) GO:0003824 (catalytic activity), GO:0006633 (fatty acid biosynthetic process), GO:0008152 (metabolic process), GO:0016747 (transferase activity, transferring acyl groups other than amino-acyl groups) (Niben101Scf03455g05017.1)",Niben101Scf03455g05017.1 [2],6,7,9,11,5,8,9,9,10,9,10,12,13,9,8,4,8,11,10,9,7,8,9,4,16,14,14,8,8,5,9,7,10,9,6,6,7,6,10,7,6,6,5,10,14,7,8,7,8,7,9,5,11,9,4,13,3,5,7,10,10,9,12,6,8,13,5,5,5,8,4,6,6
"    sp|Q9KQH9|FABF_VIBCH ***- 3-oxoacyl-[acyl-carrier-protein] synthase 2 IPR017568 (3-oxoacyl-[acyl-carrier-protein] synthase 2), IPR020841 (Polyketide synthase, beta-ketoacyl synthase domain) GO:0003824 (catalytic activity), GO:0006633 (fatty acid biosynthetic process), GO:0008152 (metabolic process), GO:0016747 (transferase activity, transferring acyl groups other than amino-acyl groups)",Niben101Scf03455g05017.1,6,7,9,11,5,8,9,9,10,9,10,12,13,9,8,4,8,11,10,9,7,8,9,4,16,14,14,8,8,5,9,7,10,9,6,6,7,6,10,7,6,6,5,10,14,7,8,7,8,7,9,5,11,9,4,13,3,5,7,10,10,9,12,6,8,13,5,5,5,8,4,6,6
